2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	0	Traductor	Oh, evenin'.	prueba
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	1	Traductor	Geez, Aniki, you're soaked to the bone.	Oye, Aniki, estás mojado como un perro.
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	2	Traductor	Where's Arai-aniki?	¿Dónde está Arai-aniki?
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	3	Traductor	Off with the big man Shibata,\\ntaking a look at the new building.	Si buscas al capitán, se fue con el jefe de\\nla familia Shibata a ver ese nuevo edificio.
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	4	Traductor	Kamurocho Hills?	¿Kamurocho Hills?
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	5	Traductor	Yup.	Sí.
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	6	Traductor	The boss says we gotta jump in there\\nbefore construction starts rolling.	El jefe dice que tenemos que estar en el lugar\\nantes de que se reanude la construcción.
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	7	Traductor	Get nice and cozy with\\nthe Majima Family, you know.	Será mejor que estemos en buenos\\ntérminos con la familia Majima.
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	8	Traductor	Like bait playing with the sharks.	Buscando el favoritismo de los de arriba, uh.
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	9	Traductor	Shit!	¡Mierda!
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	10	Traductor	What's wrong, Aniki?	¿Qué pasa, Aniki?
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	11	Traductor	You seem real tense.\\nSomething happen?	¿Algo te tiene irritado?\\n¿Qué pasó?
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	12	Traductor	You know Club Elnard over on Shichifuku?	¿Conoces el Club Elnard en Shichifuku?
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	13	Traductor	Some Ueno dickwads are lighting the place up.	Ahora mismo unos tipos de Ueno están en ese lugar.
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	14	Traductor	Ueno?	¿Ueno?
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	15	Traductor	You mean the Ueno Seiwa Clan?	¿Con Ueno, te refieres al clan Ueno Seiwa?
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	16	Traductor	Yeah. The two of 'em have been\\ndrinking there since eight o'clock.	Sí. Dos de ellos han estado\\nbebiendo allí desde las ocho.
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	17	Traductor	Gotcha.	Ya veo.
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	18	Traductor	But all they're doing is drinking, right?	Pero todo lo que están haciendo es beber, ¿verdad?
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	19	Traductor	What's so bad about that?\\nNot like they're making any trouble.	¿Qué tiene de malo eso?\\nNo es como si estuvieran causando algún problema.
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	20	Traductor	Moron. Them being there\\nin the first place is trouble.	¡Idiota! Que estén bebiendo\\nallí es el problema.
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	21	Traductor	I don't think I understand.	¿Por qué sería un problema?
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	22	Traductor	Even you know our family's\\nbuddy-buddy with the Ueno, right?	Incluso tú sabes que nuestro clan\\ny la familia Ueno son "aliados", ¿verdad?
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	23	Traductor	Yeah.	Sí.
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	24	Traductor	Think I saw it in a magazine once.	Creo que lo leí una vez en una revista de chismes.
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	25	Traductor	Well, the relationship ain't exactly fifty-fifty.	Bueno, la relación no es exactamente igualitaria.
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	26	Traductor	We're technically family and all,\\nso the Tojo stays off Ueno turf, sure.	Como técnicamente somos "aliados"\\nel Clan Tojo se mantiene fuera del territorio de Ueno.
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	27	Traductor	But that's only 'cause the Ueno Seiwa give\\nthe Tojo a nice big "donation" every month.	Pero eso es solo porque el Ueno Seiwa le\\nda al Clan Tojo una gran "donación" cada mes.
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	28	Traductor	That so!?	¡¿De verdad?!
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	29	Traductor	They're only equals in name.	Aparentemente son iguales.
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	30	Traductor	The Ueno's just another cog\\nin the Tojo machine, same as us.	Pero tras bambalinas, el Ueno Seiwa es otra organización\\nsubordinada más del montón como nosotros.
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	31	Traductor	Think of it like this. The Tojo Clan's America,\\nmaking the Ueno Seiwa Japan. Get it now?	Piénsalo de esta forma. El Clan Tojo es como\\nEE. UU y el Ueno Seiwa es como Japón.
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	32	Traductor	Sorry, uh...	Lo siento...
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	33	Traductor	Can you run that by me again?	Eh, yo, creo que sigo sin entender...
2026-04-25 02:56:36 UTC	data/auth/subtitle/A0030.po	34	Traductor	Are you deaf!?	¡Te lo acabo de explicar!
